-0.0044940375	-0.066581555	0.009205196	-0.00031503494	-0.05792331	-0.064201854	0.0067884913	-0.042726368	-0.012100613	-0.09870202	0.00032657458	-0.032712635	0.068207994	-0.021427477	-0.013902214	0.033843953
-0.13696226	-0.10397279	-0.03553159	-0.071382225	-0.075706996	-0.06864657	0.0016776703	-0.116316885	-0.13846646	-0.14515254	0.06413821	-0.17808543	0.04159936	-0.03451281	0.037245255	0.10815427
-0.15720277	-0.14495566	-0.13828412	-0.110952124	-0.1686825	-0.15080307	0.009978774	-0.1424058	-0.1531736	-0.21974127	0.15180509	-0.29398754	-0.035377618	-0.021804007	-0.0016921667	0.19522502
0.49336118	0.4563294	0.3622547	0.26135713	0.43179765	0.52359366	-0.34229738	0.38368654	0.46051922	0.5046096	-0.39652875	0.5731118	0.23957463	0.27356672	0.3392295	-0.42409083
0.09436746	0.058767166	0.008660508	0.024481425	0.049738932	-0.0015601652	-0.12768984	0.05765249	0.018484643	0.014814202	-0.11159155	0.008736676	0.07545503	0.06720057	0.083144456	0.008919404
-0.030357571	-0.06074706	-0.13828339	-0.04250438	-0.04405428	-0.046034444	0.039075457	-0.028108004	-0.049807206	-0.10496045	0.056634836	-0.10746307	-0.03470251	-0.110858664	-0.080083534	0.14239286
0.42760623	0.45009786	0.37113807	0.22349598	0.42049837	0.40953857	-0.3006393	0.308558	0.4282189	0.50311625	-0.351923	0.49607983	0.27120763	0.2528465	0.30749223	-0.33306926
-0.01534949	-0.017234702	-0.0031917666	-0.05773247	-0.045333087	-0.06913327	-0.036166783	0.030505259	-0.07802655	-0.027564025	0.028891908	-0.05828354	0.04075451	-0.031062622	-0.0043172706	0.048089847
0.41720858	0.34824625	0.27945402	0.21121879	0.3197033	0.34954974	-0.3045074	0.347126	0.40673596	0.4352049	-0.40933526	0.5102928	0.26212865	0.17599054	0.2770533	-0.3051315
0.02595425	-0.011033953	0.044920515	0.004227062	-0.016726114	-0.0078433575	-0.08828537	0.024352225	0.05698736	-0.04879205	0.042833034	-0.039114147	0.036202107	0.02613547	0.020491032	0.025060294
0.50173044	0.4418896	0.38158712	0.30765164	0.3966642	0.47951758	-0.39166078	0.40453	0.44149807	0.52155846	-0.5055949	0.55030644	0.30735826	0.28176895	0.34109503	-0.43579152
-0.100862056	-0.084416695	-0.09714119	-0.055314697	-0.04373588	-0.1190171	0.054732524	-0.08489139	-0.0828097	-0.09130542	0.11715269	-0.19258568	-0.06585804	-0.0543177	-0.0805297	0.14786802
